comment_id,Commentaire,star,date,client,reponse,source,company,ville,maj,date_commande,ecart,clean_comment,qualité produit,service livraison,service client
1905,Un lit pour Nourrisson prévue en livraison le 25 novembre au domicile.Apres 3 soit disant rdvs avec le livreur ou vous vs bloquez à chaque fois une demi journée à la casa ma femme accouché hier et toujours pas de lit . Relai colis m avait assuré livrer aujourd ’ hui dimanche .. Si si en période de Noel nous livrons les dimanche ..... évidement pas de lit Le bébé je vais le faire dormir ou .... une boite à chaussure ? ? ? ? ? Le panier du chien Quel manque de considération du transporteur .... et pour showroomprivé pas de souci on va reprendre rdv pour livrer ....... je sais pas qd ma fille aura 6 mois nous aurons peut être le lit .Si vous n ’ êtes pas fichu de livrer toute France ne le vendez pas comme tel.En revanche l ' argent à bien été encaissé par showroomprivé .... navrant,1,2019-12-15 00:00:00+00:00,Muriel Choinka,,TrustPilot,ShowRoom,,,,,un lit pour nourrisson prévue en livraison le 25 novembre au domicile.apres 3 soit disant rdvs avec le livreur ou vous vs bloquez à chaque fois une demi journée à la casa ma femme accouché hier et toujours pas de lit . relai colis m avait assuré livrer aujourd ’ hui dimanche .. si si en période de noel nous livrons les dimanche ..... évidement pas de lit le bébé je vais le faire dormir ou .... une boite à chaussure ? ? ? ? ? le panier du chien quel manque de considération du transporteur .... et pour showroomprivé pas de souci on va reprendre rdv pour livrer ....... je sais pas qd ma fille aura 6 mois nous aurons peut être le lit .si vous n ’ êtes pas fichu de livrer toute france ne le vendez pas comme tel.en revanche l ' argent à bien été encaissé par showroomprivé .... navrant,1,0,0
1907,Commande de la vente diamant exquis non reçu alors que la poste dis que c'est dans ma boîte aux lettres . Le sav me dit d'attente 15 jours le temps qu'ils enquêtent .. Le 5 décembre .. Donc aucune réponse avant le 20decembre . Donc pas de remboursement avant cette date . Ma femme n'aura pas de cadeaux de Noël à cause d'eux et leur manque de rapidité . Par contre pour prendre mon argent ça a été en 1 jour . Mais pour le redonner ça met 20jours . TRÈS DÉÇU .,1,2019-12-13 00:00:00+00:00,Pinault,,TrustPilot,ShowRoom,,,,,commande de la vente diamant exquis non reçu alors que la poste dis que c'est dans ma boîte aux lettres . le sav me dit d'attente 15 jours le temps qu'ils enquêtent .. le 5 décembre .. donc aucune réponse avant le 20decembre . donc pas de remboursement avant cette date . ma femme n'aura pas de cadeaux de noël à cause d'eux et leur manque de rapidité . par contre pour prendre mon argent ça a été en 1 jour . mais pour le redonner ça met 20jours . très déçu .,0,1,0
1910,"Service client incompétent.Ayant fait l'acquisition d'un téléphone financé via LEUR partenaire Oney , j'ai dû acheter des écouteurs car les leurs ne fonctionnaient pas.On me promet un remboursement sitôt la facture présentée.En fait , ils ont remboursé Oney , qui doit répercuter la somme sur mes mensualités . Cela n'est pas le cas.Service client contacté , réponse : non Madame , c'est à vous de voir avec Oney , on ne peut rien faire.En gros , c'est débrouillez vous , nous n'avons que faire du suivi . Une honte ! ! !",1,2019-12-13 00:00:00+00:00,Sandrine,,TrustPilot,ShowRoom,,,,,"service client incompétent.ayant fait l'acquisition d'un téléphone financé via leur partenaire oney , j'ai dû acheter des écouteurs car les leurs ne fonctionnaient pas.on me promet un remboursement sitôt la facture présentée.en fait , ils ont remboursé oney , qui doit répercuter la somme sur mes mensualités . cela n'est pas le cas.service client contacté , réponse : non madame , c'est à vous de voir avec oney , on ne peut rien faire.en gros , c'est débrouillez vous , nous n'avons que faire du suivi . une honte ! ! !",1,0,0
1911,"Fuyez ! Les articles vendus sont de très mauvaises qualités et le service client INCOMPÉTENT ! J'ai commandé le 3 octobre une bague à offrir . Elle est arrivée le 26 . La personne l'essaie j'ai été très mal à l'aise car elle s'est tout de suite déformé . Je la retourne tout de suite . N'ayant aucune nouvelle de leur part je les contacte la personne au bout du fil me demande une preuve de dépôt de mon colis . Quelques jours plus tard toujours aucune réponse je les recontacte et on me redemande la preuve de dépôt du colis . Je leur envoie la preuve et en même temps je vérifie auprès de colissimo pour voir où se trouve mon colis . En vérifiant mon colis était arrivé chez Showroomprivee le 5 novembre . Choquée je les contact en leur disant que c'est inadmissible de m'avoir fait attendre je souhaite être remboursé immédiatement . Le conseiller me dit qu'effectivement il y a eu une erreur mais que c'est fait dans quelque jours j'aurai mon argent . 1semaine après toujours pas de remboursement je les contacte . On me dit qu'il y a eu une erreur qu'on aurait du me demander mon rib car ils n'ont pas réussi à me rembourser via paypal . Mais qu'ils ne m'ont pas envoyé un mail pour demander mon rib . Et que cette fois il fait le nécessaire pour me rembourser . Aujourd'hui le 13 décembre je les contacte pour mon remboursement . Ils viennent tout juste d'annuler ma commande et de me rembourser . Je suis choquée ! J'ai du attendre 5 semaines . Les appeler 4 fois pour avoir enfin mon remboursement de 165 euros . Honnêtement fuyez les prix de base sont faux , les articles de très mauvaises qualités et le service client inutile .",1,2019-12-13 00:00:00+00:00,Ferney Voltaire,,TrustPilot,ShowRoom,,,,,"fuyez ! les articles vendus sont de très mauvaises qualités et le service client incompétent ! j'ai commandé le 3 octobre une bague à offrir . elle est arrivée le 26 . la personne l'essaie j'ai été très mal à l'aise car elle s'est tout de suite déformé . je la retourne tout de suite . n'ayant aucune nouvelle de leur part je les contacte la personne au bout du fil me demande une preuve de dépôt de mon colis . quelques jours plus tard toujours aucune réponse je les recontacte et on me redemande la preuve de dépôt du colis . je leur envoie la preuve et en même temps je vérifie auprès de colissimo pour voir où se trouve mon colis . en vérifiant mon colis était arrivé chez showroomprivee le 5 novembre . choquée je les contact en leur disant que c'est inadmissible de m'avoir fait attendre je souhaite être remboursé immédiatement . le conseiller me dit qu'effectivement il y a eu une erreur mais que c'est fait dans quelque jours j'aurai mon argent . 1semaine après toujours pas de remboursement je les contacte . on me dit qu'il y a eu une erreur qu'on aurait du me demander mon rib car ils n'ont pas réussi à me rembourser via paypal . mais qu'ils ne m'ont pas envoyé un mail pour demander mon rib . et que cette fois il fait le nécessaire pour me rembourser . aujourd'hui le 13 décembre je les contacte pour mon remboursement . ils viennent tout juste d'annuler ma commande et de me rembourser . je suis choquée ! j'ai du attendre 5 semaines . les appeler 4 fois pour avoir enfin mon remboursement de 165 euros . honnêtement fuyez les prix de base sont faux , les articles de très mauvaises qualités et le service client inutile .",0,1,1
1913,Acheté un sapin à 70 euros que l'on déballe au-delà des `` 14 jours `` et qui s'avère défectueux ! Le site est conscient que l'objet était cassé mais ne rembourse pas . Honteux à quelques jours de noel . Vente privée aurait tout a fait procédé au remboursement compte tenu de leur service après vente beaucoup plus efficace .,1,2019-12-13 00:00:00+00:00,AUDREY,,TrustPilot,ShowRoom,,,,,acheté un sapin à 70 euros que l'on déballe au-delà des `` 14 jours `` et qui s'avère défectueux ! le site est conscient que l'objet était cassé mais ne rembourse pas . honteux à quelques jours de noel . vente privée aurait tout a fait procédé au remboursement compte tenu de leur service après vente beaucoup plus efficace .,1,0,0
1915,"Bonjour j ai effectué deux achats sur le site , une cave à vin qui et arrivée abîmé puis une bague avec perle qui ne ressemble pas du tout à la photo et annonce ! ! ! Je ne suis pas sûr du sérieux de se site .",1,2019-12-13 00:00:00+00:00,Benjamin Beck,,TrustPilot,ShowRoom,,,,,"bonjour j ai effectué deux achats sur le site , une cave à vin qui et arrivée abîmé puis une bague avec perle qui ne ressemble pas du tout à la photo et annonce ! ! ! je ne suis pas sûr du sérieux de se site .",1,0,0
1916,"Colis arrivé dans un point relais en fermeture définitive ! Aucune nouvelle de ce colis , obligée d ’ appeler le service client , qui m ’ indique que mon colis est retourné chez eux et va repartir dans un autre point relais mais qu ’ on m ’ en informera par mail ! Aucun mail ! Aucun appel ! Aucune indication sur l ’ application ! Depuis le 18 novembre ! Un scandale !",1,2019-12-13 00:00:00+00:00,Pauline,,TrustPilot,ShowRoom,,,,,"colis arrivé dans un point relais en fermeture définitive ! aucune nouvelle de ce colis , obligée d ’ appeler le service client , qui m ’ indique que mon colis est retourné chez eux et va repartir dans un autre point relais mais qu ’ on m ’ en informera par mail ! aucun mail ! aucun appel ! aucune indication sur l ’ application ! depuis le 18 novembre ! un scandale !",0,1,0
1917,"livraison du colis avec des tailles différentes et ou rupture de stock malgré la commande passée depuis 4 semaines , site vraiment pas sérieux , ne pas faire confiance du tout .",1,2019-12-13 00:00:00+00:00,Den Jo,,TrustPilot,ShowRoom,,,,,"livraison du colis avec des tailles différentes et ou rupture de stock malgré la commande passée depuis 4 semaines , site vraiment pas sérieux , ne pas faire confiance du tout .",0,1,0
1918,"Très déçue par showroomprive , commande ( un banc ) reçu le 19 octobre et demandé le retour le jour même . Retourné par relais colis il a mis 11jours pour arriver chez showroomprive . Ne recevant pas de nouvelles du remboursement , et après plusieurs appels et assez agressifs il m ' a été enfin demandé ma preuve de dépôt que je leur ai fourni.Le 5 décembre ils m'affirment par mail qu'ils ont bien reçu le banc d'après le suivi relais colis mais ils font des recherches pendant 14 jours comme la loi leur autorise afin de procéder au remboursement.Nous sommes le 13 toujours pas de nouvelles , Un banc c'est volumineux c'est pas une paire de chaussures toit de même ça se retrouve.Plus de 2 mois entre la commande et le potentiel remboursement PLUS AUCUNE COMMANDE CHEZ EUX ils sont victimes de leur succès mais le vent tourne les grandes enseignes de proximité deviennent plus interessantes . Quand on a aucune considération pour son client alors que nous produisons les preuves , alors oui je dis que ce sont des voleurs . Nos commerçants sont sympa on peut essayer et retourner sans aucun stress , de plus ça fait vivre notre région et non engraisser des groupes qui n'ont aucune âme.Je ne serai pas la seule à les quitter car j'ai un certain réseau qui sera sensible à mon témoignage .",1,2019-12-12 00:00:00+00:00,Michele,,TrustPilot,ShowRoom,,,,,"très déçue par showroomprive , commande ( un banc ) reçu le 19 octobre et demandé le retour le jour même . retourné par relais colis il a mis 11jours pour arriver chez showroomprive . ne recevant pas de nouvelles du remboursement , et après plusieurs appels et assez agressifs il m ' a été enfin demandé ma preuve de dépôt que je leur ai fourni.le 5 décembre ils m'affirment par mail qu'ils ont bien reçu le banc d'après le suivi relais colis mais ils font des recherches pendant 14 jours comme la loi leur autorise afin de procéder au remboursement.nous sommes le 13 toujours pas de nouvelles , un banc c'est volumineux c'est pas une paire de chaussures toit de même ça se retrouve.plus de 2 mois entre la commande et le potentiel remboursement plus aucune commande chez eux ils sont victimes de leur succès mais le vent tourne les grandes enseignes de proximité deviennent plus interessantes . quand on a aucune considération pour son client alors que nous produisons les preuves , alors oui je dis que ce sont des voleurs . nos commerçants sont sympa on peut essayer et retourner sans aucun stress , de plus ça fait vivre notre région et non engraisser des groupes qui n'ont aucune âme.je ne serai pas la seule à les quitter car j'ai un certain réseau qui sera sensible à mon témoignage .",0,1,0
1922,"UNe honte cette enseigne , je suis un bon client Showroom . J'ai acheté un blouson l'année dernière pour mon mari , il l ' a porté 2 mois pour l'avoir reçu le 15/01 . Je ne sais pas qui a fabriqué ce blouson soi disant de bonne facture , mais voici les défautscomplètement décousu sur le coté gauche , les manches ce sont décousue de suite également . Les poches de devant ne peuvent être fermé car la pression reste sur la partie fixe ( trou sur le poches ) . GEOGRAPHICAL NORWAY c'est franchement honteux et surprenant de la part de showroom et je suis intimement persuadé que vous avez du avoir beaucoup de retour . J ’ espère avoir un retour et un geste de votre part car je vais largement diffusé sur les réseaux sociaux tellement je suis en colère . Le service client vient de m'envoyer balader par téléphone . `` mais monsieur , même si il s ’ est décousu au bout d'un mois on ne peut rien faire '' . remerciement pour les bon clients , j'hallucine",1,2019-12-11 00:00:00+00:00,Christophe Ghazi,,TrustPilot,ShowRoom,,,,,"une honte cette enseigne , je suis un bon client showroom . j'ai acheté un blouson l'année dernière pour mon mari , il l ' a porté 2 mois pour l'avoir reçu le 15/01 . je ne sais pas qui a fabriqué ce blouson soi disant de bonne facture , mais voici les défautscomplètement décousu sur le coté gauche , les manches ce sont décousue de suite également . les poches de devant ne peuvent être fermé car la pression reste sur la partie fixe ( trou sur le poches ) . geographical norway c'est franchement honteux et surprenant de la part de showroom et je suis intimement persuadé que vous avez du avoir beaucoup de retour . j ’ espère avoir un retour et un geste de votre part car je vais largement diffusé sur les réseaux sociaux tellement je suis en colère . le service client vient de m'envoyer balader par téléphone . `` mais monsieur , même si il s ’ est décousu au bout d'un mois on ne peut rien faire '' . remerciement pour les bon clients , j'hallucine",0,0,1
1924,"J ’ ai passé commande chez show-room privé pour des accessoires de nouveau né car mon bébé va bientôt arriver.Livraison prévue normalement le 29 novembre en point relais Conforama à Aubagne ( pas bien compliqué à trouver ) …Lorsque je suis ma livraison je vois qu ’ il y a une erreur de la part de relais colis et que mon colis aurait été mal dirigé . Je décide alors d ’ appeler relais colis qui m ’ explique que ce n ’ est pas de leur ressort car si il y a un problème sur la livraison ou un litige il faut que je contacte show-room privé ! ! ! Ce que je fais ! ! ! Avant même que j ’ ai terminé de résumé la situation show-room privé me dit de contacter relais colis… ( blague ! ! ! ! ) ... Je l ’ informe que j ’ ai déjà fait et attendu une heure au téléphone de les avoir pour qu ’ on me dise que c ’ est bien show-room privé qui s ’ occupe de ceci ( elle ne semble pas étonné alors pourquoi me demander de les appeler et perdre du temps et de l ’ argent ? ? ? car tout ses numéros sont bien sûr payant ! ! ! ! ) on m ’ informe que mon colis est sur la plate-forme du relais colis et qu ’ il ne devrait pas tarder d ’ ici cet après-midi.Lundi toujours rien , j ’ ouvre mon application et découvre avec stupeur qu ’ on me propose remboursement de ma commande car elle est retourné chez show-room privé.J ’ appelle de nouveau show-room privé qui m ’ explique effectivement qu ’ ils ont perdu mon colis , qu ’ il est revenu chez eux ! ! ! ! je leur explique que je ne souhaite pas de remboursement car j ’ ai besoin de ces articles au plus vite , on m ’ informe qu ’ une réexpédition est possible mais qu ’ il faudra attendre un délai de traitement de 7 JOURS + 2 JOURS minimum pour la livraison . Je leur demande pourquoi mon colis a été perdu vu que l ’ adresse de livraison et une grande enseigne et non pas une maison et m ’ inquiète que de nouveau cela se reproduise car je suis vraiment pressé par le temps et étant enceinte de 9 mois j ’ aimerais bien commencer à éviter les déplacements incessant en relais colis ! ! ! ! On m ’ informe qu ’ il n ’ est pas de leur ressort de savoir pourquoi il leur a été retourné , ni d ’ éviter que cela se reproduise ... et que je n ’ ai pas à leur dicter ce qu ’ il faut faire .... Je m ’ agace car la personne au téléphone du service après-vente ne semble pas réalisé que l ’ erreur vient de leur part et qu ’ elle ne me propose aucune solution efficace qui pourrait me convenir ( Vente privée , eux , lors d ’ une situation à peu près équivalente m ’ avait , sans même attendre que je leur téléphone pour réclamer , ... envoyer un bon d ’ achat du montant de la livraison et proposer une réexpédition efficace et rapide ) ..... Eux me disent que le remboursement de la totalité des frais de port n ’ est pas possible malgré toutes les erreurs qu ’ ils ont commises et qu ’ il faudra attendre 9 jours au minimum sans savoir si cette fois ci il arrivera à bon port vu qu ’ ils ne veulent pas changer l ’ adresse de livraison afin que cela ne se reproduise pas .... Je m ’ agace de nouveau , demande à avoir un responsable ou si cela est possible qu ’ il puisse me rappeler car il est apparemment indisponible lors de ma demande.Elle me demande simplement si je veux être remboursé ou relivré à leur condition ! ! ! Je lui explique pour la enieme fois que je ne souhaite pas être remboursé mais relivré de manière efficace ( donc soit en changeant d ’ adresse soit en essayant de contacter relai colis pour comprendre pourquoi ils n ’ ont pas trouvé le point relais ... elle me fait bien comprendre que ce que je lui dis ne l ’ intéresse pas du tout et qu ’ il faut que je réponde uniquement à sa question par oui ou par non ! ! ! ! Je l ’ informe que oui je souhaite être relivré et demande un geste pour le retard et l ’ erreur de livraison.Elle s ’ agace et à ma grande stupeur , me RACCROCHE AU NEZ ! ! ! ! ! Bravo au service client show-room privé qui vient de perdre une cliente qui passe sans arrêt des commandes chez eux ! ! ! ! ! ! !",1,2019-12-10 00:00:00+00:00,Elo A,,TrustPilot,ShowRoom,,,,,"j ’ ai passé commande chez show-room privé pour des accessoires de nouveau né car mon bébé va bientôt arriver.livraison prévue normalement le 29 novembre en point relais conforama à aubagne ( pas bien compliqué à trouver ) …lorsque je suis ma livraison je vois qu ’ il y a une erreur de la part de relais colis et que mon colis aurait été mal dirigé . je décide alors d ’ appeler relais colis qui m ’ explique que ce n ’ est pas de leur ressort car si il y a un problème sur la livraison ou un litige il faut que je contacte show-room privé ! ! ! ce que je fais ! ! ! avant même que j ’ ai terminé de résumé la situation show-room privé me dit de contacter relais colis… ( blague ! ! ! ! ) ... je l ’ informe que j ’ ai déjà fait et attendu une heure au téléphone de les avoir pour qu ’ on me dise que c ’ est bien show-room privé qui s ’ occupe de ceci ( elle ne semble pas étonné alors pourquoi me demander de les appeler et perdre du temps et de l ’ argent ? ? ? car tout ses numéros sont bien sûr payant ! ! ! ! ) on m ’ informe que mon colis est sur la plate-forme du relais colis et qu ’ il ne devrait pas tarder d ’ ici cet après-midi.lundi toujours rien , j ’ ouvre mon application et découvre avec stupeur qu ’ on me propose remboursement de ma commande car elle est retourné chez show-room privé.j ’ appelle de nouveau show-room privé qui m ’ explique effectivement qu ’ ils ont perdu mon colis , qu ’ il est revenu chez eux ! ! ! ! je leur explique que je ne souhaite pas de remboursement car j ’ ai besoin de ces articles au plus vite , on m ’ informe qu ’ une réexpédition est possible mais qu ’ il faudra attendre un délai de traitement de 7 jours + 2 jours minimum pour la livraison . je leur demande pourquoi mon colis a été perdu vu que l ’ adresse de livraison et une grande enseigne et non pas une maison et m ’ inquiète que de nouveau cela se reproduise car je suis vraiment pressé par le temps et étant enceinte de 9 mois j ’ aimerais bien commencer à éviter les déplacements incessant en relais colis ! ! ! ! on m ’ informe qu ’ il n ’ est pas de leur ressort de savoir pourquoi il leur a été retourné , ni d ’ éviter que cela se reproduise ... et que je n ’ ai pas à leur dicter ce qu ’ il faut faire .... je m ’ agace car la personne au téléphone du service après-vente ne semble pas réalisé que l ’ erreur vient de leur part et qu ’ elle ne me propose aucune solution efficace qui pourrait me convenir ( vente privée , eux , lors d ’ une situation à peu près équivalente m ’ avait , sans même attendre que je leur téléphone pour réclamer , ... envoyer un bon d ’ achat du montant de la livraison et proposer une réexpédition efficace et rapide ) ..... eux me disent que le remboursement de la totalité des frais de port n ’ est pas possible malgré toutes les erreurs qu ’ ils ont commises et qu ’ il faudra attendre 9 jours au minimum sans savoir si cette fois ci il arrivera à bon port vu qu ’ ils ne veulent pas changer l ’ adresse de livraison afin que cela ne se reproduise pas .... je m ’ agace de nouveau , demande à avoir un responsable ou si cela est possible qu ’ il puisse me rappeler car il est apparemment indisponible lors de ma demande.elle me demande simplement si je veux être remboursé ou relivré à leur condition ! ! ! je lui explique pour la enieme fois que je ne souhaite pas être remboursé mais relivré de manière efficace ( donc soit en changeant d ’ adresse soit en essayant de contacter relai colis pour comprendre pourquoi ils n ’ ont pas trouvé le point relais ... elle me fait bien comprendre que ce que je lui dis ne l ’ intéresse pas du tout et qu ’ il faut que je réponde uniquement à sa question par oui ou par non ! ! ! ! je l ’ informe que oui je souhaite être relivré et demande un geste pour le retard et l ’ erreur de livraison.elle s ’ agace et à ma grande stupeur , me raccroche au nez ! ! ! ! ! bravo au service client show-room privé qui vient de perdre une cliente qui passe sans arrêt des commandes chez eux ! ! ! ! ! ! !",1,0,0
1928,"Cela fait plus de deux mois que l'on m ' a repris un canapé defecteux bobochic ( après un an et quelques jours d'utilisation ) . Contre promesse de remboursement . Le canapé n'est plus la , mais le remboursement non plus . Le service client m'avait annoncé 72h pour être recontacter par le service financier . je n'ai recu aucun appel . On ne répond plus à mes mails . Et au téléphone une charmante conseillere m ' a repondu que je ne serais pas remboursé . Donc j'ai payé un canapé 439€ soit disant d'une valeur de 1000€ . Il etait près a s'effondrer après un an d'utilisation . Mais maintenant je n'ai ni canapé ni sous .. J'appelle ça du vol !",1,2019-12-10 00:00:00+00:00,APEDRO,,TrustPilot,ShowRoom,,,,,"cela fait plus de deux mois que l'on m ' a repris un canapé defecteux bobochic ( après un an et quelques jours d'utilisation ) . contre promesse de remboursement . le canapé n'est plus la , mais le remboursement non plus . le service client m'avait annoncé 72h pour être recontacter par le service financier . je n'ai recu aucun appel . on ne répond plus à mes mails . et au téléphone une charmante conseillere m ' a repondu que je ne serais pas remboursé . donc j'ai payé un canapé 439€ soit disant d'une valeur de 1000€ . il etait près a s'effondrer après un an d'utilisation . mais maintenant je n'ai ni canapé ni sous .. j'appelle ça du vol !",0,1,1
1929,"Ils n'embauchent que des personnes soit stupides , soit totalement incompétentes . Produits retournés car réceptionnés cassés dès la livraison , produits réceptionnés par showroom privé qui refusent de rembourser avant qu'ils ne `` vérifient '' avec leurs entrepôts .. Et nous sommes obligés d'attendre 15 jours pour ca ! N'ACHETEZ PAS CHEZ EUX CE SONT DES ESCROCS ! ! ! !",1,2019-12-09 00:00:00+00:00,kl,,TrustPilot,ShowRoom,,,,,"ils n'embauchent que des personnes soit stupides , soit totalement incompétentes . produits retournés car réceptionnés cassés dès la livraison , produits réceptionnés par showroom privé qui refusent de rembourser avant qu'ils ne `` vérifient '' avec leurs entrepôts .. et nous sommes obligés d'attendre 15 jours pour ca ! n'achetez pas chez eux ce sont des escrocs ! ! ! !",1,0,0
1934,"Je ne recommande pas du tout ce site de vente privées ... En effet suite à la réception incomplète de ma commande j'ai contacté le service client qui n ' a jamais été capable de résoudre mon problème malgres une 10zaine de mail échangés , plusieurs envoi de photo ... Un meuble porte manteau à 300e complètement inutilisable car il manque la pièce permettant l'accrochage des manteaux ! Aucune aide , aucun remboursement , aucun renvoi ... rien ! Ce site est une catastrophe ! ! ! ! ! ! !",1,2019-12-09 00:00:00+00:00,MARION,,TrustPilot,ShowRoom,,,,,"je ne recommande pas du tout ce site de vente privées ... en effet suite à la réception incomplète de ma commande j'ai contacté le service client qui n ' a jamais été capable de résoudre mon problème malgres une 10zaine de mail échangés , plusieurs envoi de photo ... un meuble porte manteau à 300e complètement inutilisable car il manque la pièce permettant l'accrochage des manteaux ! aucune aide , aucun remboursement , aucun renvoi ... rien ! ce site est une catastrophe ! ! ! ! ! ! !",0,0,1
1936,"Meuble TV commandé un peu en avance pour mettre dans notre appartement en rénovation , nous le recevons et le laissons dans son emballage afin de ne pas l'abîmer le temps de finir la rénovation , nous l'ouvrons 3 mois + tard et là : surprise , c'est pas le modèle commandé ! On écrit au service client et la réponse est que nous aurions dû nous en apercevoir dans les 30 jours après réception , qu'on aura ni échange ni remboursement ! Ok on a pas ouvert le colis de suite pour ne pas l'abîmer , mais à la base l'erreur vient d'eux , d'un minable préparateur de commande de showroom privé qui ne sait pas faire son travail !",1,2019-12-07 00:00:00+00:00,Millet Emeric,,TrustPilot,ShowRoom,,,,,"meuble tv commandé un peu en avance pour mettre dans notre appartement en rénovation , nous le recevons et le laissons dans son emballage afin de ne pas l'abîmer le temps de finir la rénovation , nous l'ouvrons 3 mois + tard et là : surprise , c'est pas le modèle commandé ! on écrit au service client et la réponse est que nous aurions dû nous en apercevoir dans les 30 jours après réception , qu'on aura ni échange ni remboursement ! ok on a pas ouvert le colis de suite pour ne pas l'abîmer , mais à la base l'erreur vient d'eux , d'un minable préparateur de commande de showroom privé qui ne sait pas faire son travail !",1,0,0
1937,Je suis cliente de showroom . j'ai commandé une montre soi-disant Samsung Gear il n ' y a même pas le sigle Samsung sur la montre signe vulgaire montre de Chine ? ? connecter au téléphone un vrai Samsung ! la montre n ' a jamais vraiment fonctionner battements du cœur tension je faisais prendre ma tension chez . Mon docteur absolument rien à voir quelques temps après elle ne se recharge plus garantie 2 ans fournisseur au bout de 6 mois n ' a pas répondu je contacte Showroomprive j'ai renvoyé la montre au fournisseur à mes frais et puis plus rien montre perdu service client toujours pareil ils ne savent pas cela fait depuis 1 ans que ça dure avec toutes les commandes que j'ai passé donc je ne commande plus sur leur site ils défendent leur fournisseur c'est prendre des gens pour des imbéciles,1,2019-12-07 00:00:00+00:00,Valerie,,TrustPilot,ShowRoom,,,,,je suis cliente de showroom . j'ai commandé une montre soi-disant samsung gear il n ' y a même pas le sigle samsung sur la montre signe vulgaire montre de chine ? ? connecter au téléphone un vrai samsung ! la montre n ' a jamais vraiment fonctionner battements du cœur tension je faisais prendre ma tension chez . mon docteur absolument rien à voir quelques temps après elle ne se recharge plus garantie 2 ans fournisseur au bout de 6 mois n ' a pas répondu je contacte showroomprive j'ai renvoyé la montre au fournisseur à mes frais et puis plus rien montre perdu service client toujours pareil ils ne savent pas cela fait depuis 1 ans que ça dure avec toutes les commandes que j'ai passé donc je ne commande plus sur leur site ils défendent leur fournisseur c'est prendre des gens pour des imbéciles,1,0,0
1939,"Donne une étoile pas d'autre choix pour pouvoir évaluer des voleurs . Achat d'une housse de couette , à la réception la taille ne correspond pas à la commande , j'ai effectué un retour , impossible d'avoir un remboursement , ni un retour avec la bonne taille . À ce jour j'ai donc ni produit ni remboursement , plus aucune réponse a mes courriers.C'est du pur vol et ils ne respecter aucune réglementation vis-à-vis des consommateurs .",1,2019-12-07 00:00:00+00:00,Maffre,,TrustPilot,ShowRoom,,,,,"donne une étoile pas d'autre choix pour pouvoir évaluer des voleurs . achat d'une housse de couette , à la réception la taille ne correspond pas à la commande , j'ai effectué un retour , impossible d'avoir un remboursement , ni un retour avec la bonne taille . à ce jour j'ai donc ni produit ni remboursement , plus aucune réponse a mes courriers.c'est du pur vol et ils ne respecter aucune réglementation vis-à-vis des consommateurs .",1,0,0
1942,"SITE INTERNET A FUIR ABSOLUMENT ! ! ! ! J'ai commandé des chaises plutôt `` sur-embellies sur les photos '' . A la réception , c'est de la marchandise de qualité plus que médiocre , emballée pêle-mêle dans les cartons . Petites chaises pour enfants dont on ne peut même pas se servir comme chaises d'appoint . Lorsque je souhaite les retourner , cela devient un parcours du combattant . Plus de réponse de leur part pendant presque deux semaines . Lorsque j'insiste , il me facture 100 euros de frais de retour . Après contestation , il me facture 50 euros . Ensuite , il me transmettre les coordonnées du fournisseur ( pour organiser la reprise de la marchandise ) , ce qui est parfaitement illégal ! Mépris , mensonge et malhonnêteté , voilà les 3 mots d'ordre de leur relation client ! A éviter absolument !",1,2019-12-05 00:00:00+00:00,Nola D,,TrustPilot,ShowRoom,,,,,"site internet a fuir absolument ! ! ! ! j'ai commandé des chaises plutôt `` sur-embellies sur les photos '' . a la réception , c'est de la marchandise de qualité plus que médiocre , emballée pêle-mêle dans les cartons . petites chaises pour enfants dont on ne peut même pas se servir comme chaises d'appoint . lorsque je souhaite les retourner , cela devient un parcours du combattant . plus de réponse de leur part pendant presque deux semaines . lorsque j'insiste , il me facture 100 euros de frais de retour . après contestation , il me facture 50 euros . ensuite , il me transmettre les coordonnées du fournisseur ( pour organiser la reprise de la marchandise ) , ce qui est parfaitement illégal ! mépris , mensonge et malhonnêteté , voilà les 3 mots d'ordre de leur relation client ! a éviter absolument !",1,0,1
1946,"J ai commandé une montre younger & Bresson chez showroom , je la reçois et aucun certificat d'authenticité ... La qualité fait penser à une montre wish .... Je suis outrée",1,2019-12-03 00:00:00+00:00,NOUBEL Stéphanie,,TrustPilot,ShowRoom,,,,,"j ai commandé une montre younger & bresson chez showroom , je la reçois et aucun certificat d'authenticité ... la qualité fait penser à une montre wish .... je suis outrée",1,0,0
